车辆品牌,MOB,prepay_accum_rate
思铭,9,0.0
思铭,10,0.0
思铭,11,0.0
思铭,12,0.0
捷豹,1,0.0
捷豹,2,0.0
捷豹,3,0.0
捷豹,4,0.0
捷豹,5,0.0
捷豹,6,0.0
捷豹,7,0.0
捷豹,8,0.0487504876549
捷豹,9,0.0487504876549
捷豹,10,0.0487504876549
捷豹,11,0.0487504876549
捷豹,12,0.0487504876549
捷豹,13,0.0487504876549
斯巴鲁,1,0.0
斯巴鲁,2,0.0
斯巴鲁,3,0.0
斯巴鲁,4,0.0
斯巴鲁,5,0.0
斯巴鲁,6,0.0
斯巴鲁,7,0.0
斯巴鲁,8,0.0405939164923
斯巴鲁,9,0.0405939164923
斯巴鲁,10,0.0405939164923
斯巴鲁,11,0.0405939164923
斯巴鲁,12,0.0405939164923
斯巴鲁,13,0.0405939164923
斯巴鲁,14,0.0405939164923
斯巴鲁,15,0.0405939164923
斯巴鲁,16,0.0405939164923
斯柯达,1,0.0254596441366
斯柯达,2,0.0360069698067
斯柯达,3,0.0360069698067
斯柯达,4,0.0360069698067
斯柯达,5,0.0564301580049
斯柯达,6,0.0564301580049
斯柯达,7,0.0564301580049
斯柯达,8,0.0564301580049
斯柯达,9,0.0599032432224
斯柯达,10,0.0693507585737
斯柯达,11,0.0693507585737
斯柯达,12,0.0693507585737
斯柯达,13,0.0693507585737
斯柯达,14,0.0693507585737
斯柯达,15,0.0693507585737
斯柯达,16,0.0693507585737
斯柯达,17,0.0693507585737
日产,1,0.00292491506873
日产,2,0.0085086507284
日产,3,0.0123448009848
日产,4,0.0195621903857
日产,5,0.0195621903857
日产,6,0.0271032654451
日产,7,0.0448160991047
日产,8,0.0448160991047
日产,9,0.0624158745899
日产,10,0.0624158745899
日产,11,0.0624158745899
日产,12,0.0643074653403
日产,13,0.0643074653403
日产,14,0.0643074653403
日产,15,0.0643074653403
日产,16,0.0643074653403
日产,17,0.0643074653403
日产,18,0.065433358278
日产,19,0.065433358278
日产,20,0.065433358278
日产,21,0.065433358278
日产,22,0.065433358278
日产,23,0.065433358278
昌河,1,0.0
昌河,2,0.0
昌河,3,0.0
昌河,4,0.0
昌河,5,0.0
本田,1,0.00660035887701
本田,2,0.0230791313226
本田,3,0.0230791313226
本田,4,0.0257545974247
本田,5,0.0304024236439
本田,6,0.0351573720955
本田,7,0.0375791815994
本田,8,0.0404961110866
本田,9,0.041533181624
本田,10,0.0428405800112
本田,11,0.0448214376108
本田,12,0.0457888557674
本田,13,0.0463324788418
本田,14,0.0463324788418
本田,15,0.0463324788418
本田,16,0.0463324788418
本田,17,0.0463324788418
本田,18,0.0463324788418
本田,19,0.0463324788418
本田,20,0.0466816579344
本田,21,0.0466816579344
本田,22,0.0466816579344
本田,23,0.0466816579344
林肯,1,0.0
林肯,2,0.0
林肯,3,0.0
林肯,4,0.0
林肯,5,0.0
林肯,6,0.0
林肯,7,0.0
林肯,8,0.0
林肯,9,0.0
林肯,10,0.0
林肯,11,0.0
标致,1,0.0253915170121
标致,2,0.0426222105936
标致,3,0.0426222105936
标致,4,0.0426222105936
标致,5,0.0426222105936
标致,6,0.0426222105936
标致,7,0.0426222105936
标致,8,0.0426222105936
标致,9,0.0426222105936
标致,10,0.0589198484657
标致,11,0.0589198484657
标致,12,0.0589198484657
标致,13,0.0589198484657
标致,14,0.0589198484657
标致,15,0.0589198484657
标致,16,0.0589198484657
标致,17,0.0589198484657
标致,18,0.0589198484657
标致,19,0.0589198484657
标致,20,0.0589198484657
标致,21,0.0589198484657
标致,22,0.0589198484657
欧宝,1,0.0
欧宝,2,0.0
欧宝,3,0.0
欧宝,4,0.0
欧宝,5,0.0
欧宝,6,0.0
欧宝,7,0.0
欧宝,8,0.0
欧宝,9,0.0
欧宝,10,0.0
比亚迪,1,0.0
比亚迪,2,0.0
比亚迪,3,0.00664742837811
比亚迪,4,0.00664742837811
比亚迪,5,0.00664742837811
比亚迪,6,0.00664742837811
比亚迪,7,0.00664742837811
比亚迪,8,0.00664742837811
比亚迪,9,0.00664742837811
比亚迪,10,0.00664742837811
比亚迪,11,0.00664742837811
比亚迪,12,0.00664742837811
比亚迪,13,0.00664742837811
比亚迪,14,0.00664742837811
比亚迪,15,0.0157034742676
比亚迪,16,0.0157034742676
比亚迪,17,0.0157034742676
比亚迪,18,0.0157034742676
比亚迪,19,0.0157034742676
比亚迪,20,0.0157034742676
比亚迪,21,0.0157034742676
比亚迪,22,0.0157034742676
比亚迪,23,0.0157034742676
永源,1,0.0
永源,2,0.0
永源,3,0.0
永源,4,0.0
永源,5,0.0
永源,6,0.0
永源,7,0.0
永源,8,0.0
永源,9,0.0
永源,10,0.0
江淮,1,0.0
江淮,2,0.0
江淮,3,0.0
江淮,4,0.0
江淮,5,0.0
江淮,6,0.0
江淮,7,0.0
江淮,8,0.0
江淮,9,0.00887160402903
江淮,10,0.0413472397888
江淮,11,0.0413472397888
江淮,12,0.0413472397888
江淮,13,0.0413472397888
江淮,14,0.0413472397888
江淮,15,0.0413472397888
江淮,16,0.0413472397888
江淮,17,0.0413472397888
江淮,18,0.0413472397888
江淮,19,0.0413472397888
江淮,20,0.0413472397888
江铃,1,0.0
江铃,2,0.0
江铃,3,0.0
江铃,4,0.0
江铃,5,0.0
江铃,6,0.0
江铃,7,0.0
江铃,8,0.0
江铃,9,0.0
江铃,10,0.0
江铃,11,0.0
沃尔沃,1,0.0
沃尔沃,2,0.0
沃尔沃,3,0.0
沃尔沃,4,0.0
沃尔沃,5,0.0
沃尔沃,6,0.0
沃尔沃,7,0.0
沃尔沃,8,0.0
沃尔沃,9,0.0
沃尔沃,10,0.0
沃尔沃,11,0.0
沃尔沃,12,0.0
沃尔沃,13,0.0
沃尔沃,14,0.0
海格,1,0.0
海格,2,0.0
海格,3,0.0
海格,4,0.0
海格,5,0.0
海格,6,0.0
海格,7,0.0
海格,8,0.0
海格,9,0.0
海格,10,0.0
海格,11,0.0
海格,12,0.0
海格,13,0.0
海格,14,0.0
海格,15,0.833582887701
海马,1,0.0
海马,2,0.0
海马,3,0.0
海马,4,0.0
海马,5,0.0
海马,6,0.0
海马,7,0.0
海马,8,0.0
海马,9,0.0
海马,10,0.0
海马,11,0.0
海马,12,0.0
海马,13,0.0
海马,14,0.0
海马,15,0.0
海马,16,0.0
海马,17,0.0
海马,18,0.0
海马,19,0.0
海马,20,0.0
潍柴英致,1,0.0
潍柴英致,2,0.0
猎豹,1,0.0
猎豹,2,0.0
猎豹,3,0.0
猎豹,4,0.0
猎豹,5,0.0
猎豹,6,0.0
猎豹,7,0.0
猎豹,8,0.0
猎豹,9,0.0
猎豹,10,0.0
猎豹,11,0.0
猎豹,12,0.0
猎豹,13,0.0
猎豹汽车,1,0.0
猎豹汽车,2,0.0
猎豹汽车,3,0.0
猎豹汽车,4,0.0
猎豹汽车,5,0.0
猎豹汽车,6,0.0546361398098
猎豹汽车,7,0.0546361398098
猎豹汽车,8,0.0546361398098
猎豹汽车,9,0.0546361398098
玛莎拉蒂,1,0.0
玛莎拉蒂,2,0.0
现代,1,0.00434552477443
现代,2,0.0108083513689
现代,3,0.017791940888
现代,4,0.0207961076657
现代,5,0.0259936096809
现代,6,0.0259936096809
现代,7,0.0284218591105
现代,8,0.0284218591105
现代,9,0.0284218591105
现代,10,0.0284218591105
现代,11,0.0304958799806
现代,12,0.0304958799806
现代,13,0.0304958799806
现代,14,0.0332941957989
现代,15,0.0332941957989
现代,16,0.0332941957989
现代,17,0.0332941957989
现代,18,0.0336952031012
现代,19,0.0336952031012
现代,20,0.0336952031012
现代,21,0.0336952031012
理念,1,0.0
理念,2,0.0
理念,3,0.0
理念,4,0.0
理念,5,0.0
理念,6,0.0
理念,7,0.0
理念,8,0.0
理念,9,0.0
理念,10,0.0
理念,11,0.0
理念,12,0.0
理念,13,0.0
瑞麒,1,0.0
瑞麒,2,0.0
瑞麒,3,0.0
瑞麒,4,0.0
瑞麒,5,0.0
瑞麒,6,0.0
瑞麒,7,0.0
瑞麒,8,0.0
瑞麒,9,0.0
瑞麒,10,0.0
瑞麒,11,0.0
瑞麒,12,0.0
瑞麒,13,0.0
福特,1,0.00770678417711
福特,2,0.00770678417711
福特,3,0.00770678417711
福特,4,0.0164566965546
福特,5,0.0193019876012
福特,6,0.0193019876012
福特,7,0.0193019876012
福特,8,0.0271112697715
福特,9,0.0271112697715
福特,10,0.0271112697715
福特,11,0.0285249433925
福特,12,0.031233446208
福特,13,0.0320587014793
福特,14,0.0320587014793
福特,15,0.0320587014793
福特,16,0.0320587014793
福特,17,0.0326695362733
福特,18,0.0326695362733
福特,19,0.0326695362733
福特,20,0.0326695362733
福特,21,0.0331289402658
福田,1,0.0
福田,2,0.0
福田,3,0.0
福田,4,0.0
福田,5,0.0
福田,6,0.0
福田,7,0.0
福田,8,0.0
福田,9,0.0
福田,10,0.0
福田,11,0.0
红旗,1,0.0
红旗,2,0.0
红旗,3,0.0
红旗,4,0.0
红旗,5,0.0
红旗,6,0.0
红旗,7,0.0
红旗,8,0.0
红旗,9,0.0
红旗,10,0.0
纳智捷,1,0.0457297162271
纳智捷,2,0.0457297162271
纳智捷,3,0.0457297162271
纳智捷,4,0.0457297162271
纳智捷,5,0.0457297162271
纳智捷,6,0.0457297162271
纳智捷,7,0.0837836995855
纳智捷,8,0.0837836995855
纳智捷,9,0.0837836995855
纳智捷,10,0.0837836995855
纳智捷,11,0.0837836995855
纳智捷,12,0.0837836995855
纳智捷,13,0.0837836995855
纳智捷,14,0.0837836995855
纳智捷,15,0.0837836995855
英菲尼迪,1,0.0
英菲尼迪,2,0.0
英菲尼迪,3,0.0
英菲尼迪,4,0.0
英菲尼迪,5,0.0
英菲尼迪,6,0.0
英菲尼迪,7,0.0
英菲尼迪,8,0.0
英菲尼迪,9,0.0
英菲尼迪,10,0.0
英菲尼迪,11,0.0
英菲尼迪,12,0.0
英菲尼迪,13,0.0
荣威,1,0.0
荣威,2,0.0
荣威,3,0.0
荣威,4,0.0
荣威,5,0.0
荣威,6,0.0
荣威,7,0.0
荣威,8,0.0
荣威,9,0.0
荣威,10,0.0
荣威,11,0.0
荣威,12,0.0
荣威,13,0.0
荣威,14,0.0
荣威,15,0.0
荣威,16,0.0
荣威,17,0.0
荣威,18,0.0
荣威,19,0.0
荣威,20,0.0
荣威,21,0.0
菲亚特,1,0.0
菲亚特,2,0.0
菲亚特,3,0.0
菲亚特,4,0.0
菲亚特,5,0.0
菲亚特,6,0.0
菲亚特,7,0.0
菲亚特,8,0.0
菲亚特,9,0.0
菲亚特,10,0.0
菲亚特,11,0.0
菲亚特,12,0.0
西雅特,1,0.0
西雅特,2,0.0
西雅特,3,0.0
西雅特,4,0.0
西雅特,5,0.0
西雅特,6,0.0
西雅特,7,0.0
西雅特,8,0.0
西雅特,9,0.0
西雅特,10,0.0
西雅特,11,0.0
西雅特,12,0.0
西雅特,13,0.0
观致,1,0.0
观致,2,0.0
观致,3,0.0
观致,4,0.0
观致,5,0.0
观致,6,0.0
讴歌,1,0.0
讴歌,2,0.0
讴歌,3,0.0
讴歌,4,0.0
讴歌,5,0.0
讴歌,6,0.0
讴歌,7,0.0
讴歌,8,0.0
起亚,1,0.00193643220007
起亚,2,0.00560006269827
起亚,3,0.00887782082292
起亚,4,0.0176163686821
起亚,5,0.0176163686821
起亚,6,0.0210454798527
起亚,7,0.0210454798527
起亚,8,0.0210454798527
起亚,9,0.023806504538
起亚,10,0.0249808987183
起亚,11,0.0304993530047
起亚,12,0.0304993530047
起亚,13,0.0304993530047
起亚,14,0.0304993530047
起亚,15,0.0320068317386
起亚,16,0.0320068317386
起亚,17,0.0320068317386
起亚,18,0.0331364671203
起亚,19,0.0331364671203
起亚,20,0.0338904761186
起亚,21,0.0338904761186
起亚,22,0.0338904761186
起亚,23,0.0338904761186
路虎,1,0.0
路虎,2,0.0153546404728
路虎,3,0.0153546404728
路虎,4,0.0320143792512
路虎,5,0.0559633945043
路虎,6,0.0559633945043
路虎,7,0.0559633945043
路虎,8,0.0718928728561
路虎,9,0.0718928728561
路虎,10,0.0847083640962
路虎,11,0.0847083640962
路虎,12,0.0847083640962
路虎,13,0.0847083640962
路虎,14,0.0982432484871
路虎,15,0.0982432484871
路虎,16,0.0982432484871
路虎,17,0.0982432484871
路虎,18,0.0982432484871
路虎,19,0.0982432484871
路虎,20,0.0982432484871
路虎,21,0.0982432484871
路虎,22,0.0982432484871
道奇,1,0.0760957045719
道奇,2,0.0760957045719
道奇,3,0.0760957045719
道奇,4,0.0760957045719
道奇,5,0.0760957045719
道奇,6,0.0760957045719
道奇,7,0.0760957045719
道奇,8,0.0760957045719
道奇,9,0.0760957045719
道奇,10,0.0760957045719
道奇,11,0.0760957045719
道奇,12,0.0760957045719
道奇,13,0.0760957045719
野马汽车,1,0.0
金杯,1,0.0
金杯,2,0.0
金杯,3,0.0
金杯,4,0.0
金杯,5,0.0
金杯,6,0.0
金杯,7,0.0
金杯,8,0.0
金杯,9,0.0
金杯,10,0.0
金杯,11,0.0
金杯,12,0.0
金杯,13,0.0
金杯,14,0.0
金龙,1,0.0
铃木,1,0.0
铃木,2,0.0
铃木,3,0.0
铃木,4,0.0
铃木,5,0.0
铃木,6,0.0
铃木,7,0.0
铃木,8,0.0
铃木,9,0.0
铃木,10,0.0185000917342
铃木,11,0.0185000917342
铃木,12,0.0185000917342
铃木,13,0.0185000917342
铃木,14,0.0230019030351
铃木,15,0.0230019030351
铃木,16,0.0230019030351
铃木,17,0.0230019030351
铃木,18,0.0230019030351
铃木,19,0.0230019030351
铃木,20,0.0230019030351
铃木,21,0.0230019030351
铃木,22,0.0230019030351
长城,1,0.0130074418409
长城,2,0.0130074418409
长城,3,0.0130074418409
长城,4,0.0130074418409
长城,5,0.0130074418409
长城,6,0.0130074418409
长城,7,0.0246015155959
长城,8,0.0246015155959
长城,9,0.0246015155959
长城,10,0.0246015155959
长城,11,0.035501281561
长城,12,0.0453503036514
长城,13,0.0453503036514
长城,14,0.0453503036514
长城,15,0.0453503036514
长城,16,0.0453503036514
长城,17,0.0453503036514
长城,18,0.0453503036514
长城,19,0.0453503036514
长城,20,0.0453503036514
长城,21,0.0453503036514
长城,22,0.0453503036514
长城,23,0.0453503036514
长安,1,0.0102782017358
长安,2,0.0102782017358
长安,3,0.0102782017358
长安,4,0.0102782017358
长安,5,0.0102782017358
长安,6,0.0102782017358
长安,7,0.0102782017358
长安,8,0.0220290735235
长安,9,0.0220290735235
长安,10,0.0220290735235
长安,11,0.0220290735235
长安,12,0.0220290735235
长安,13,0.0220290735235
长安,14,0.0220290735235
长安,15,0.0220290735235
长安,16,0.0220290735235
长安,17,0.0220290735235
长安,18,0.0220290735235
长安,19,0.0220290735235
长安,20,0.0220290735235
长安,21,0.0220290735235
长安商用,1,0.0
长安商用,2,0.0
长安商用,3,0.0
长安商用,4,0.0
长安商用,5,0.0
长安商用,6,0.0
长安商用,7,0.0
长安商用,8,0.0
长安商用,9,0.0
长安商用,10,0.0
长安商用,11,0.0
长安商用,12,0.0
长安商用,13,0.0
长安欧尚,1,0.0770655586011
长安欧尚,2,0.0770655586011
长安欧尚,3,0.0770655586011
长安欧尚,4,0.0770655586011
长安欧尚,5,0.0770655586011
长安欧尚,6,0.0770655586011
长安欧尚,7,0.0770655586011
陆风,1,0.0
陆风,2,0.102810514983
陆风,3,0.102810514983
陆风,4,0.102810514983
陆风,5,0.102810514983
陆风,6,0.102810514983
陆风,7,0.102810514983
陆风,8,0.102810514983
陆风,9,0.102810514983
陆风,10,0.102810514983
陆风,11,0.102810514983
陆风,12,0.102810514983
雪佛兰,1,0.0
雪佛兰,2,0.0054184910325
雪佛兰,3,0.00690039106798
雪佛兰,4,0.0237457338866
雪佛兰,5,0.0267002720823
雪佛兰,6,0.0267002720823
雪佛兰,7,0.0267002720823
雪佛兰,8,0.0267002720823
雪佛兰,9,0.0276811487724
雪佛兰,10,0.0276811487724
雪佛兰,11,0.0276811487724
雪佛兰,12,0.0296368010762
雪佛兰,13,0.030059245496
雪佛兰,14,0.030059245496
雪佛兰,15,0.030059245496
雪佛兰,16,0.030059245496
雪佛兰,17,0.030059245496
雪佛兰,18,0.030059245496
雪佛兰,19,0.030059245496
雪佛兰,20,0.030059245496
雪佛兰,21,0.030059245496
雪佛兰,22,0.030059245496
雪铁龙,1,0.0
雪铁龙,2,0.0152745415134
雪铁龙,3,0.0365893975503
雪铁龙,4,0.0365893975503
雪铁龙,5,0.0365893975503
雪铁龙,6,0.0365893975503
雪铁龙,7,0.0405685243773
雪铁龙,8,0.0594743507143
雪铁龙,9,0.0594743507143
雪铁龙,10,0.0594743507143
雪铁龙,11,0.0594743507143
雪铁龙,12,0.0594743507143
雪铁龙,13,0.0594743507143
雪铁龙,14,0.0594743507143
雪铁龙,15,0.0594743507143
雪铁龙,16,0.0594743507143
雪铁龙,17,0.0594743507143
雪铁龙,18,0.0594743507143
雪铁龙,19,0.0594743507143
雪铁龙,20,0.0594743507143
雪铁龙,21,0.0594743507143
雪铁龙,22,0.0594743507143
雷克萨斯,1,0.0325791190721
雷克萨斯,2,0.0666119835576
雷克萨斯,3,0.0666119835576
雷克萨斯,4,0.0666119835576
雷克萨斯,5,0.0666119835576
雷克萨斯,6,0.0666119835576
雷克萨斯,7,0.0666119835576
雷克萨斯,8,0.082807129682
雷克萨斯,9,0.114381333228
雷克萨斯,10,0.114381333228
雷克萨斯,11,0.114381333228
雷克萨斯,12,0.114381333228
雷克萨斯,13,0.114381333228
雷克萨斯,14,0.114381333228
雷克萨斯,15,0.114381333228
雷克萨斯,16,0.114381333228
雷克萨斯,17,0.114381333228
雷克萨斯,18,0.114381333228
雷克萨斯,19,0.114381333228
雷克萨斯,20,0.114381333228
雷克萨斯,21,0.117908771753
雷诺,1,0.0
雷诺,2,0.0
雷诺,3,0.0
雷诺,4,0.0
雷诺,5,0.0
雷诺,6,0.0
雷诺,7,0.0
雷诺,8,0.0
雷诺,9,0.0
雷诺,10,0.0
雷诺,11,0.0
马自达,1,0.0
马自达,2,0.0078578690769
马自达,3,0.0078578690769
马自达,4,0.0130676503391
马自达,5,0.021439197553
马自达,6,0.021439197553
马自达,7,0.021439197553
马自达,8,0.021439197553
马自达,9,0.021439197553
马自达,10,0.021439197553
马自达,11,0.021439197553
马自达,12,0.021439197553
马自达,13,0.021439197553
马自达,14,0.021439197553
马自达,15,0.021439197553
马自达,16,0.021439197553
马自达,17,0.021439197553
马自达,18,0.021439197553
马自达,19,0.021439197553
马自达,20,0.021439197553
马自达,21,0.021439197553
马自达,22,0.021439197553
驭胜,1,0.0
驭胜,2,0.0
驭胜,3,0.0
驭胜,4,0.0
驭胜,5,0.0
驭胜,6,0.0
驭胜,7,0.0
驭胜,8,0.0
驭胜,9,0.0
驭胜,10,0.0
驭胜,11,0.0
黄海,1,0.0
黄海,2,0.0
黄海,3,0.0
黄海,4,0.0
黄海,5,0.0
黄海,6,0.0
黄海,7,0.0
黄海,8,0.0
黄海,9,0.0
黄海,10,0.0
